Імʼя автора,Назва книги,Мова,Перекладач,Мова оригіналу,Оригінальна назва,Назва видавця,Рік видання,ISBN,Жанр книги
"Метт Фрекшн,Девід Аха",Соколине око Том 1. Моє життя як зброя,Українська мова,,,,Mal'opus,2021.0,9786177756537.0,Комікси
"Мартін Туніка,Каван Скотт",Assassin's Creed. Valhalla: Пісня Слави. Том 1,Українська мова,,,,Mal'opus,2021.0,9786177756513.0,Комікси
"Бен Стенбек,Майк Міньйола",Балтимор. Том.1 Чумні Кораблі,Українська мова,,,,Mal'opus,2020.0,9786177756155.0,Комікси
"Браян Бендіс,Олів'є Койпел",Династія М,Українська мова,,,,Mal'opus,2020.0,9786177756216.0,Комікси
"Браян Бендіс,Габріель Дель'Отто",Секретна Війна,Українська мова,,,,Mal'opus,2020.0,9786177756261.0,Комікси
"Паоло Рівера,Пол Дженкінс",Легенди Marvel,Українська мова,,,,Mal'opus,2020.0,9786177756254.0,Комікси
Скотті Янґ,Малий MARVEL №1,Українська мова,,,,Mal'opus,2021.0,9786177756339.0,Комікси
"Деніел Вей,Пако Медіна,Карло Барбері",Дедпул: Таємне Вторгнення,Українська мова,,,,,2021.0,9786177756360.0,Комікси
"Френк Міллер,Джон Роміта-молодший",Шибайголова: Людина без страху,Українська мова,,,,Mal'opus,2021.0,9786177756407.0,Комікси
"Ольга Вознюк,Денис Фадєєв",КіберКрай,Українська мова,,,,The will production,2020.0,9786179500510.0,Комікси
Ешлі Спайрс,Гордон з майбутнього!,Українська мова,,,,Ранок,2023.0,9786170980267.0,Комікси
Ешлі Спайрс,Пушок стає на захист,Українська мова,,,,Ранок,2023.0,9786170980250.0,Комікси
Ешлі Спайрс,Бінкі: Право дряпати,Українська мова,,,,Ранок,2023.0,9786170980212.0,Комікси
"Пархоменко О.,Ігор Козир,Михайло Пенькевич",Рюрік. Київський літопис. Частина 1,Українська мова,,,,ІНКОС,2022.0,9786175981528.0,Комікси
Гоник Л.,Всесвітня історія : т. 2 : Від розвитку Китаю до занепаду Риму. І про Індію також! (мінімальний брак),Українська мова,,,,РМ,2017.0,9789669172259.0,Комікси
Гоник Л.,Всесвітня історія. Т. 3 Від розквіту Аравії до Ренесансу (мінімальний брак),Українська мова,,,,РМ,2019.0,9789669173058.0,Комікси
Мацуда Джюко,Chonker of Donetsk,Англійська мова,,,,Ранок,2023.0,9786170982155.0,Комікси
Кен Вакуі,Токійські месники,Українська мова,,,,Наша Ідея,2023.0,9786178109516.0,Комікси
Олександр Корешков,Серед овець. Книга 1,Українська мова,,,,Vovkulaka,2022.0,9789669775375.0,Комікси
Олександр Корешков,Courier /  Кур'єр,Українська мова,,,,Vovkulaka,2022.0,9786177782161.0,Комікси
Наунау,Берегиня.Том1,Українська мова,,,,Сафран,2021.0,9786179512377.0,Комікси
"Денис Фадєєв,Максим Богдановський",Княжа Воля. Том 2. На руїнах імперії гігантів,Українська мова,,,,The will production,2022.0,9786179500534.0,Комікси
"Бугайова Л.В.,Денис Фадєєв,Назар Понік",Чудили і таємниця Підгорецького замку,Українська мова,,,,The will production,2021.0,9786179500527.0,Комікси
Роман Крижанівський,Книголюбчики. Початок (новорічна),Українська мова,,,,ТУТ,2021.0,9789669783585.0,Комікси
Роман Крижанівський,Книголюбчики. Початок (1),Українська мова,,,,ТУТ,2021.0,9789669783585.0,Комікси
Адам Стовер,"Король Kyy, Том 3 “Космічна потвора”",Українська мова,,,,Наша Ідея,2023.0,9786178109349.0,Комікси
Мусієнко Наталя Василівна,Фізика в природі. Редизайн,Українська мова,,,,АРТ,2023.0,9786170976215.0,Комікси
"Донні Кейтс,Раян Стеґман",Веном. Том 1,Українська мова,,,,Mimir Media,2022.0,9786177984152.0,Комікси
"Мартін Бальтшайт,Анне Бекер",Догори дриґом: Сельма і собаче життя,Українська мова,,,,Блим-Блим,2022.0,9786178019068.0,Комікси
Мартін Бальтшайт,Пан Слон і пані Газель ідуть до великого міста.,Українська мова,,,,Блим-Блим,2022.0,9786178019051.0,Комікси
Рейчел Смайт,Пристрасті Олімпу,Українська мова,,,,Vivat,2023.0,9789669829191.0,Комікси
Енріко Маріні,Орли Риму,Українська мова,,,,ДІПА,2020.0,9786177606566.0,Комікси
Фаб'єн Нюрі,Катанга. Книга 1. Діаманти,Українська мова,,,,ДІПА,2019.0,9786177606177.0,Комікси
