Імʼя автора,Назва книги,Мова,Перекладач,Мова оригіналу,Оригінальна назва,Назва видавця,Рік видання,ISBN,Жанр книги
Джордан Ліс,Шептосвітичі. Лабіринт блукань і знахідок,Українська мова,,,,Видавництво Старого Лева,2024.0,9789664482902.0,Дітям 7-9
Шелбі Мег'юрін,Боги й чудовиська. Книга 3,Українська мова,,,,,2024.0,9786178373313.0,Фантастика. Фентезі для підлітків
Шамблен Ж.,Щоденники Вишеньки та Валентин,Українська мова,,,,Наша Ідея,2024.0,9786178396107.0,Дітям 7-9
,Стосунки. Візуальний гід у любові й дружбі,Українська мова,,,,Моноліт-Bizz,2024.0,9786178119928.0,Non-fiction для підлітків
,Мої стосунки: 100+ технік і запитань про дружбу та кохання,Українська мова,,,,Моноліт-Bizz,2024.0,9786178119935.0,Non-fiction для підлітків
Дж. А. Вайт,Книжка Школа тіні. Фантоми. Книга 3,Українська мова,,,,Ранок,2024.0,9786170982186.0,Школярам 9-12
Ноні Лінет,Тюремна цілителька. Книга 1,Українська мова,,,,Ранок,2024.0,9786170984708.0,Книги жанру Фантастика. Фентезі. Містика
Мара Вульф,Сага сестер-відьом. Сестра зірок,Українська мова,,,,Ранок,2024.0,9786170986962.0,Книги жанру Фантастика. Фентезі. Містика
Мара Вульф,Сага про ангелів. Повернення ангелів,Українська мова,,,,Ранок,2024.0,9786170986986.0,Книги жанру Фантастика. Фентезі. Містика
Шерон Кемерон,Знання. Книга 2,Українська мова,,,,Ранок,2024.0,9786170985248.0,Фантастика. Фентезі для підлітків
Таня Гуд,Дім між трьох світів,Українська мова,,,,Ранок,2024.0,9786170983763.0,Книги жанру Фантастика. Фентезі. Містика
Василь Тибель,"Таємниця химерної пасіки, або Шалені шершні",Українська мова,,,,Ранок,2024.0,9786170987044.0,Детективи для підлітків
"Фаб'єн Клавель,Шарль Деру",Кайджю-сан. Монстр атакує!,Українська мова,,,,Vivat,2024.0,9786171703414.0,Фантастика. Фентезі для підлітків
"Олександра Орлова,Оксана Волковська",Загадковий злочин у музеї таємниць,Українська / Англійська,,,,Vivat,2024.0,9786171702721.0,Детективи для дітей
Саллі Ґрін,Напівзагублений. Книга 3,Українська мова,,,,Видавництво Старого Лева,2024.0,9786176792765.0,Фантастика. Фентезі для підлітків
Ольга Бірзул,Книжка Твоя книга про кіно,Українська мова,,,,Видавництво Старого Лева,2024.0,9789664482643.0,Культура. Мистецтво. Фотографія
Дж. А. Вайт,Школа Тіні. Визволення. Книга 2,Українська мова,,,,Ранок,2024.0,9786170982179.0,Фантастика. Фентезі для підлітків
Дж. А. Вайт,Книжка Школа Тіні. Архімагія. Книга 1,Українська мова,,,,Ранок,2024.0,9786170982162.0,Школярам 9-12
Сандрін Пуверро,«Професії майбутнього»,Українська мова,,,,#Книголав,2024.0,9786178286286.0,"Кар'єра, особиста ефективність"
"Дастін Нґуєн,Джефф Лемір",Обраниця. Мертве море. Том 2,Українська мова,,,,Ранок,2024.0,9786170984678.0,Фантастика. Фентезі для підлітків
Дженніфер Е. Нільсен,Сходження на трон. Фальшивий принц. Книга 1,Українська мова,,,,Ранок,2024.0,9786170984548.0,Пригоди для підлітків
Марк Твен,Пригоди Тома Соєра,Українська мова,,,,BookChef,2024.0,9786175482315.0,Пригоди для підлітків
Скотт Лінч,Лукавства Лока Ламори. Книга 1,Українська мова,,,,Nebo BookLab Publishing,2024.0,9786178383091.0,Фантастика. Фентезі для підлітків
Себастьян де Кастелл,Чорна тінь. Книга 2,Українська мова,,,,Nebo BookLab Publishing,2024.0,9786178383152.0,Фантастика. Фентезі для підлітків
Ганс Маґнус Енценсберґер,Пан Числовий чорт. Математична пригода,Українська мова,,,,Nebo BookLab Publishing,2023.0,9786177914746.0,Пригоди для підлітків
"Анна Руе,Макс Майнцольд",Максі фон Фліп. Том 2. Шукаємо фею!,Українська мова,,,,Наша Ідея,2024.0,9786178396046.0,Фантастика. Фентезі для підлітків
Марина Макущенко,Мир між світами,Українська мова,,,,Видавництво Старого Лева,2024.0,9789664481912.0,Фантастика. Фентезі для підлітків
Маруся Щербина,Яра,Українська мова,,,,Видавництво Старого Лева,2024.0,9789664482827.0,Українська проза для підлітків
Андрій Бачинський,Неймовірні пригоди Остапа і Даринки,Українська мова,,,,Видавництво Старого Лева,2024.0,9789664482612.0,Фантастика. Фентезі для підлітків
"Ліса Б'єрбу,Юганна Ліндбек,Сара Ульссон,Дарія Філіппова",Набридливі дівчата. Книга 2,Українська мова,,,,Видавництво Старого Лева,2024.0,9789664482681.0,Зарубіжна проза для підлітків
Джон Келлі,Лікарка для монстрів. Нечесна гра. Книга 4,Українська мова,,,,Ранок,2024.0,9786170974587.0,Пригоди для підлітків
Дженніфер Лінн Барнс,Спадок Готорна,Українська мова,,,,Ранок,2024.0,9786170986474.0,Пригоди для підлітків
"Дастін Нґуєн,Лемір Джефф",Обраниця. Занепала галактика. Том 1,Українська мова,,,,Ранок Дети,2024.0,9786170984661.0,Фантастика. Фентезі для підлітків
Валерія Савотіна,Незалежність: перезавантаження,Українська мова,,,,Vivat,2024.0,9786171702356.0,Пригоди для підлітків
Ерін Гантер,Зграя. Книга 6. Борвій собак,Українська мова,,,,АССА,2024.0,9786178229320.0,Фантастика. Фентезі для підлітків
Астрід Ліндґрен,Пригоди Пеппі Довгапанчохи,Українська мова,,,,Видавництво РМ,2024.0,9786178373399.0,Пригоди для підлітків
Володимир Аренєв,Сапієнси,Українська мова,,,,Видавництво Старого Лева,2024.0,9789664482568.0,Фантастика. Фентезі для підлітків
Ізабель Томас,Маленькі історії Великих Людей. Стівен Гокінґ,Українська мова,,,,Видавництво Старого Лева,2024.0,9789664481554.0,Перше самостійне читання
Сара Дессен,Більше ніколи,Українська мова,,,,Ранок,2024.0,9786170982285.0,Зарубіжна проза для підлітків
"Клаудія Кларс,Анна Руе",Аптека ароматів. Том 4. Турнір тисячі талантів,Українська мова,,,,Наша Ідея,2024.0,9786178109806.0,Пригоди для підлітків
"Бакаларіо П'єрдоменіко,Барбара Маццолаї,Тадья Федеріко","Чи можуть дерева говорити? Книжка, яка пояснює все про екологію",Українська мова,,,,Ранок,2023.0,9786170985125.0,Non-fiction для підлітків
Купріян Ольга,Панна Оля,Українська мова,,,,Ранок Дети,2024.0,9786170983503.0,Повісті. Оповідання.Проза
Кадзу Кібуїші,Амулет. Прокляття хранительки каменя. Книга 2,Українська мова,,,,Ранок,2024.0,9786170981165.0,Фантастика. Фентезі для підлітків
Еліот Шрефер,Звіродухи. Падіння звірів. Безсмертні вартові. Книга 1,Українська мова,,,,Ранок,2024.0,9786170982957.0,Повісті. Оповідання.Проза
Ендрю Пітерсон,Сага про Літокрилів. Книга 1. На березі Зловісного моря пітьми,Українська мова,,,,BookChef,2024.0,9786175481837.0,Фантастика. Фентезі для підлітків
"Григорій Квітка-Основ'яненко,Наталія Кобринська,Богдан Лепкий,Святослав Ольшенко-Вільха,Ганна Барвінок",Фіолетова тінь. Добірка української містичної прози,Українська мова,,,,Ще одну сторінку,2024.0,9786175221549.0,Фантастика. Фентезі для підлітків
Фрауке Шойнеманн,Пригоди кота-детектива. Книга 7. Полювання на Фантома,Українська мова,,,,BookChef,2024.0,9786175482223.0,Детективи для підлітків
Джек Лондон,Біле Ікло,Українська мова,,,,Видавництво РМ,2024.0,9786178373153.0,Пригоди для підлітків
Люсі Адлінґтон,Червона стрічка,Українська мова,,,,Видавництво РМ,2023.0,9786178280895.0,Зарубіжна проза для підлітків
Сара Пенніпакер,Пакс. Книга 2. Мандрівка додому,Українська мова,,,,Видавництво РМ,2024.0,9786178248697.0,Пригоди для підлітків
Сара Пенніпакер,Пакс. Книга 1,Українська мова,,,,Видавництво РМ,2024.0,9786178248680.0,Пригоди для підлітків
Шелбі Мег'юрін,Змія і голуб. Книга 2,Українська мова,,,,Видавництво РМ,2024.0,9786178373177.0,Фантастика. Фентезі для підлітків
Браян Селзнік,Винахід Гюго Кабре,Українська мова,,,,Артбукс,2024.0,9786175230152.0,Фантастика. Фентезі для підлітків
Марк Лівін,"Космос, прийом",Українська мова,,,,Vivat,2024.0,9789669827630.0,Українська проза для підлітків
Ганна Левада,Талісман часу. Принцеса для дракона,Українська мова,,,,Зелений пес,2023.0,9789662792690.0,Фантастика. Фентезі для підлітків
Катя Брандіс,Діти лісу. Книга 4. Незвіданий край,Українська мова,,,,BookChef,2023.0,9786175481974.0,Фантастика. Фентезі для підлітків
Фрауке Шойнеманн,Пригоди кота-детектива. Книга 6. Ліцензія на виловлення мишей,Українська мова,,,,BookChef,2023.0,9786175482094.0,Детективи для підлітків
Павло Єремєєв,Міфи та фейки з Історії України. 33 спростування,Українська мова,,,,АССА,2023.0,9786178229580.0,Пригоди для підлітків
Сара Дессен,Віднині й довіку,Українська мова,,,,Ранок,2023.0,9786170982278.0,Любовні романи для підлітків
"Василь Карп'юк,Наталія Кудляк",Олекса Довбуш. Кров опиря,Українська мова,,,,Discursus,2023.0,9786178326180.0,Пригоди для підлітків
Дженні Хан,У нас завжди буде літо. Книга 3,Українська мова,,,,Ранок,2023.0,9786170979391.0,Зарубіжна проза для підлітків
А.Ф. Стедмен,Скандер та одноріг. Скандер та примарний вершник,Українська мова,,,,Ранок,2023.0,9786170984494.0,Фантастика. Фентезі для підлітків
Валерія Малахова,Інститут шляхетних убивць,Українська мова,,,,Ранок,2023.0,9786170984968.0,Детективи для підлітків
Девід Фарр,Книга вкрадених снів,Українська мова,,,,Ранок,2023.0,9786170983350.0,Фантастика. Фентезі для підлітків
Купріян Ольга,Панна Софія,Українська мова,,,,Ранок,2023.0,9786170975683.0,Любовні романи для підлітків
"Марта Джоселін,Ізабель Фоллат",Еґґі Мортон. Небіжчик у садку. Книга 3,Українська мова,,,,Ранок,2023.0,9786170982759.0,Детективи для підлітків
Еліза Пурічеллі-Гуерра,Паперові серця,Українська мова,,,,BookChef,2023.0,9786175481998.0,Фантастика. Фентезі для підлітків
Трейсі Вест,Володарі драконів. Книга 1: Тріумф Земляного дракона,Українська мова,,,,BookChef,2023.0,9786175482070.0,Фантастика. Фентезі для підлітків
"Олександра Орлова,Олександра Дікая",Мандрівка шоколаду,Українська мова,,,,Видавництво Старого Лева,2023.0,9789664481127.0,Non-fiction для підлітків
"Керолайн О’Доног’ю,Стефані Капоні","Дари, що зв'язують нас. Книга 2",Українська мова,,,,Видавництво Старого Лева,2023.0,9789664481073.0,Любовні романи для підлітків
Кіран Міллвуд Харґрейв,Дівчина з чорнила та зірок,Українська мова,,,,Nebo BookLab Publishing,2023.0,9786177914319.0,Фантастика. Фентезі для підлітків
"Р. Лебовскі,Щербак О. Ю.",Кістки та зоряний пил,Українська мова,,,,Nebo BookLab Publishing,2023.0,9786177914562.0,Фантастика. Фентезі для підлітків
Дж. С. Сервантес,Хранитель вогню. Книга 2,Українська мова,,,,Жорж,2023.0,9786178023669.0,Фантастика. Фентезі для підлітків
Дж. С. Сервантес,Гонець Бурі. Книга 1,Українська мова,,,,Жорж,2023.0,9786178023270.0,Фантастика. Фентезі для підлітків
Карлос Ернандес,Сел і Ґабі лагодять всесвіт. Книга 2,Українська мова,,,,Жорж,2023.0,9786178023652.0,Фантастика. Фентезі для підлітків
Карлос Ернандес,Сел і Ґабі ламають всесвіт. Книга 1,Українська мова,,,,Жорж,2023.0,9786178023379.0,Фантастика. Фентезі для підлітків
"Олена Хомченко,Олена Палашек",Мішель та Домінік. Пастки Боба Упсвау,Українська мова,,,,Vivat,2023.0,9789669824127.0,Повісті. Оповідання.Проза
"Штепанка Секанінова,Мартін Шойдр","Поводься чемно, як дракон!",Українська мова,,,,#Книголав,2023.0,9786178286101.0,Non-fiction для підлітків
"Сара Ворбертон,Шибель Паундер","Мішура. Дівчата, які придумали Різдво",Українська мова,,,,Ранок,2022.0,9786170974679.0,Пригоди для підлітків
"Паола Ескобар,Тамзін Мерчант",Капелюшники,Українська мова,,,,#Книголав,2023.0,9786178012984.0,Фантастика. Фентезі для підлітків
Ілюха Ю.,Зеро,Українська мова,,,,Ранок,2023.0,9786170983497.0,Українська проза для підлітків
Рик Риордан,Дочка безодні,Українська мова,,,,Ранок,2023.0,9786170981844.0,Фантастика. Фентезі для підлітків
"Енді Саґар,Марін Ґосселін",Крихітка Єстедей і буря в чайній чашці. Кн 1,Українська мова,,,,Ранок,2023.0,9786170981233.0,Фантастика. Фентезі для підлітків
Матіас Лаворель,FORTNITE. Королівська битва. Книга 2. Повернення в «Битву за першість»,Українська мова,,,,Артбукс,2023.0,9786177968039.0,Пригоди для підлітків
Avalanche Software,Артбук Створення світу гри Hogwarts Legacy,Українська мова,,,,Mal'opus,2023.0,9786177756865.0,Non-fiction для підлітків
Бен Міллер,Як я став собакою на прізвисько Північ?,Українська мова,,,,Ранок,2023.0,9786170981196.0,Пригоди для підлітків
"Бенедикт Міроу,Максиміліан Майнцольд",Містл-Енд. Загроза знищення. Книга 3,Українська мова,,,,Ранок,2023.0,9786170974969.0,Фантастика. Фентезі для підлітків
Ерін Гантер,Коти-вояки. Доля Небесного Клану. Спеціальне видання,Українська мова,,,,АССА,2023.0,9786178229399.0,Фантастика. Фентезі для підлітків
Хуліо Антоніо Бласко,Легендарні крадіжки: від Великого пограбування поїзда до викрадення Мони Лізи,Українська мова,,,,Видавництво Старого Лева,2023.0,9789664481066.0,Non-fiction для підлітків
Венді Лоджіа,"Усе, що я хочу на Різдво",Українська мова,,,,Ранок,2023.0,9786170983428.0,Любовні романи для підлітків
Юлія Ярмоленко,Без маячні про перші місячні,Українська мова,,,,Віхола,2023.0,9786178257217.0,Non-fiction для підлітків
Келлі Барнгілл,Велетка й сироти,Українська мова,,,,Vivat,2023.0,9786171700376.0,Фантастика. Фентезі для підлітків
Бернард Корнвелл,Пісня меча. Книга 4 Саксонські хроніки,Українська мова,,,,Ранок,2023.0,9786170980854.0,Фантастика. Фентезі для підлітків
Бернард Корнвелл,Володарі півночі. Книга 3,Українська мова,,,,Ранок,2023.0,9786170980847.0,Фантастика. Фентезі для підлітків
"Таня Ллойд Кай,Валері Ґуле",Дрімопедія. Геть усе про користь сну,Українська мова,,,,Ранок,2023.0,9786170981776.0,Non-fiction для підлітків
Френсіс Гардінґ,Оповита тінями,Українська мова,,,,Nebo BookLab Publishing,2023.0,9786177914630.0,Фантастика. Фентезі для підлітків
"Себастьян де Кастелл,Сем Гедлі",Творець заклинань,Українська мова,,,,Nebo BookLab Publishing,2023.0,9786177914685.0,Фантастика. Фентезі для підлітків
"Шеннон А. Чакраборті,Оксана Булькевич",Латунне місто. Книга 1 (Трилогія Девабада),Українська мова,,,,Nebo BookLab Publishing,2023.0,9786177914258.0,Фантастика. Фентезі для підлітків
Марк Твен,Пригоди Гекльберрі Фінна,Українська мова,,,,Фоліо,2023.0,9786175513644.0,Пригоди для підлітків
Ібен Акерлі,"Літо, коли все трапилось",Українська мова,,,,Видавництво Старого Лева,2023.0,9789664481738.0,Пригоди для підлітків
Дженна Еванс Велч,Кохання та джелато,Українська мова,,,,Видавництво Старого Лева,2023.0,9789664481097.0,Любовні романи для підлітків
"Ірина Тараненко,Дмитро Кузьменко,Марта Лешак,Марія Воробйова,Анна Плотка,Ірина Жук,Марія Філіпчук,Ірена Король,Марія Гнатюк,Марія Романченко,Юлія Москот,Марта Бубняк,Роман Гречило,Олеся Ковтик,Євгенія Скакун,Олена Кобілінська",UNCONQUERED. The big book of bravery,Англійська мова,,,,#Книголав,2023.0,9786178012991.0,Non-fiction для підлітків
"Ірина Тараненко,Дмитро Кузьменко,Марина Островська,Ольга Сиротюк,Галина Мисник,Анна Плотка,Ірина Жук,Марія Філіпчук,Ірена Король,Марія Гнатюк,Марія Романченко,Юлія Москот,Марта Бубняк,Роман Гречило,Олеся Ковтик",Книга-мандрівка. Нескорені,Українська мова,,,,#Книголав,2023.0,9786178286057.0,Non-fiction для підлітків
Фрауке Шойнеманн,Пригоди кота-детектива. Книга 5: Кіт під прикриттям,Українська мова,,,,BookChef,2023.0,9786175481608.0,Детективи для підлітків
Михайло Коцюбинський,Тіні забутих предків,Українська мова,,,,Discursus,2023.0,9786178218065.0,Класика
А.Ф. Стедмен,Скандер та викрадення однорога,Українська мова,,,,Ранок,2023.0,9786170981455.0,Фантастика. Фентезі для підлітків
"Марія Ґріпе,Анастасія Стефурак",Дивовижна історія Аґнес Сесилії,Українська мова,,,,Видавництво Старого Лева,2023.0,9789664480854.0,Фантастика. Фентезі для підлітків
Виктория Шваб,Галант,Українська мова,,,,Nebo BookLab Publishing,2023.0,9786177914432.0,Підліткова література
Дженні Хан,Літо без тебе — не літо. Книга 2,Українська мова,,,,Ранок,2023.0,9786170979384.0,Любовні романи для підлітків
Нік Іст,Агент Ласка і Король-злодій. Книга 3,Українська мова,,,,Ранок,2023.0,9786170975492.0,Фантастика. Фентезі для дітей
Сімейка Майнкрафт,Вімпі Стів. Книга 5. День поганого кроля!,Українська мова,,,,Ранок,2023.0,9786170977311.0,Пригоди для підлітків
Маруся Щербина,Пригоди веселої сімейки. Піратські історії,Українська мова,,,,Зелений пес,2023.0,9789662792393.0,Українська проза для підлітків
"Анна Руе,Клаудія Кларс",Аптека ароматів. Том 3. “Хибна гра майстрині”,Українська мова,,,,Наша Ідея,2023.0,9786178109318.0,Пригоди для підлітків
Яценко П.,Сила пари. Історія парових двигунів,Українська мова,,,,Портал,2020.0,9786177925360.0,Non-fiction для підлітків
Надійка Гербіш,Ми живемо на краю вулкана,Українська мова,,,,Портал,2020.0,9786177925155.0,Українська проза для підлітків
Ольга Войтенко,Кожна грудочка землі,Українська мова,,,,Портал,2023.0,9786177925544.0,Українська проза для підлітків
Клер Мак-Фолл,Вигнанці. Книга 3,Українська мова,,,,Ранок,2023.0,9786170972682.0,Фантастика. Фентезі для підлітків
Марк Твен,Том Соєр за кордоном,Українська мова,,,,Вавилонська бібліотека,2023.0,9786179503443.0,Пригоди для підлітків
"Надія Дойчева,Філіп Пулман",Темні матерії. Книга 1. Північне сяйво,Українська мова,,,,Nebo BookLab Publishing,2023.0,9786177914531.0,Фантастика. Фентезі для підлітків
Джонатан Окс'є,Нічний садівник,Українська мова,,,,Nebo BookLab Publishing,2023.0,9786177914524.0,Фантастика. Фентезі для підлітків
Анна Волц,Аляска,Українська мова,,,,Nebo BookLab Publishing,2022.0,9786177914203.0,Українська проза для підлітків
К'юб Кід,Щоденник супервоїна. Книга 2,Українська мова,,,,#Книголав,2023.0,9786178012274.0,Зарубіжна проза для підлітків
Джексон,Про що всі говорять? Фейкові новини,Українська мова,,,,#Книголав,2023.0,9786178012816.0,Non-fiction для підлітків
"Ольга Тітова,Софія Литвинчук","Місія Кіото, або Аріка проти прищів",Українська мова,,,,#Книголав,2023.0,9786178012380.0,Українська проза для підлітків
Леся Мовчун,ГоловоМовки професора Макарончика,Українська мова,,,,Yakaboo Publishing,2022.0,9786177933617.0,Українська проза для підлітків
Леся Українка,Мавка. Лісова пісня (українською мовою),Українська мова,,,,Ранок,2023.0,9789667510848.0,Класика
Шойнеманн Ф.,Пригоди кота-детектива. Книга 4: Заради сардин в олії,Українська мова,,,,BookChef,2023.0,9786175480335.0,Детективи для підлітків
Ольга Войтенко,Незручні. Відчайдушні. Виродки,Українська мова,,,,Видавництво Старого Лева,2024.0,9789664481905.0,Пригоди для підлітків
Кірсті Крістофферсен,Знамениті також закохуються,Українська мова,,,,Видавництво Старого Лева,2024.0,9789664482575.0,Любовні романи для підлітків
Дмитро Карпенко,П’ятиколірні хроніки. Том 1. Генеза,Українська мова,,,,Саміт-книга,2023.0,9786178070588.0,Книги жанру Фантастика. Фентезі. Містика
Джеронімо Стілтон,Джеронімо Стілтон. Тисяча Чудес. Відкриваємо Італію,Українська мова,,,,Ірбіс Комікси,2022.0,9786177569229.0,Пригоди для підлітків
"Ден Бурр,Майкл Гудвін",Економіка: як вона працює (і не працює) у словах та малюнках,Українська мова,,,,Ірбіс Комікси,2020.0,9786177569120.0,Загальна економіка
Ванесса Естрада Марін,Дітям про дресирування собак,Українська мова,,,,Ранок,2024.0,9786170985231.0,Енциклопедії для дітей
Джулія Беррі,Скандальне сестринство з Приквіллов-роуд,Українська мова,,,,,2023.0,9786178248956.0,Детективи для підлітків
Варвара Фадєєва,Доглядачка та її Маяк,Українська мова,,,,ТУТ,2023.0,9786178132392.0,Фантастика. Фентезі для підлітків
Джоан Роулінг,Harry Potter and the Chamber of Secrets,Англійська мова,,,,Bloomsbury Publishing,2014.0,9781408855669.0,Білінгва. Книги іноземними мовами
"Григорій Сковорода,Олександр Віженко",Сковорода — дітям,Українська мова,,,,Час майстрів,2021.0,9789669152985.0,Ранній розвиток
Катарина Соломун,Соломун К. Виставлю тебе на фейсбук (тверда обклд.) (мінімальний брак),Українська мова,,,,РМ,2019.0,9789669173973.0,Підліткова література
Короленко,Сліпий музикант (мінімальний брак),Українська мова,,,,РМ,2021.0,9789669174246.0,Українська проза для підлітків
,Сучасний непідручник. Українська мова,Українська мова,,,,Кристал Бук,2023.0,9786175474808.0,Підліткова література
,Сучасний непідручник. Твій внутрішній світ,Українська мова,,,,Кристал Бук,2023.0,9786175474792.0,"Школярам, абітурієнтам"
Улісс Мур,Улісс Мур. Книга 2. Крамниця забутих мап,Українська мова,,,,АССА,2022.0,9786178229054.0,Фантастика. Фентезі для підлітків
Опільський Ю.,Ідоли падуть : повість,Українська мова,,,,Богдан,2023.0,9789661054829.0,Українська проза для підлітків
Жуль Верн,Кругом світу за 80 днів,Українська мова,,,,Видавництво РМ,2022.0,9786178248154.0,Пригоди для підлітків
Ліан Таннер,Місто брехні. Книга 2,Українська мова,,,,Nebo BookLab Publishing,2023.0,9786177537853.0,Пригоди для підлітків
Галина Пагутяк,Око світу,Українська мова,,,,А-БА-БА-ГА-ЛА-МА-ГА,2023.0,9786175852286.0,Українська проза для підлітків
Джонатан Страуд,"Агенція ""Локвуд і Ко"": Порожня могила",Українська мова,,,,А-БА-БА-ГА-ЛА-МА-ГА,2021.0,9786175852545.0,Фантастика. Фентезі для підлітків
Роман Крижанівський,Покинуті. Книга 2,Українська мова,,,,ТУТ,2023.0,9786179519772.0,Українська проза для підлітків
Роман Крижанівський,Покинуті. Книга 1,Українська мова,,,,ТУТ,2023.0,9789669797735.0,Українська проза для підлітків
Тагере Мафі,Розгадай мене. Книга 2,Українська мова,,,,Клуб сімейного дозвілля,2024.0,9786171505049.0,Фантастика. Фентезі для підлітків
Тагере Мафі,Знищ мене. Книга 1,Українська мова,,,,Клуб сімейного дозвілля,2024.0,9786171505032.0,Фантастика. Фентезі для підлітків
Роман Крижанівський,Орден лицарів. Викрадення короля. Том 2,Українська мова,,,,ТУТ,2020.0,9789669783530.0,Пригоди для підлітків
Єва Сольска,Летті Ґвінґілл. Цитадель друїдів,Українська мова,,,,Ранок,2021.0,9786170983756.0,Фантастика. Фентезі для підлітків
Шелбі Мег'юрін,Змія і Голуб. Книга 1,Українська мова,,,,Видавництво РМ,2023.0,9786178280949.0,Фантастика. Фентезі для підлітків
Франсуаза Буше,Сім'я Тютю за столом,Українська мова,,,,Артбукс,2022.0,9789661545907.0,Non-fiction для підлітків
Володимир Арєнєв,"Бісова душа, або Заклятий скарб",Українська мова,,,,А-БА-БА-ГА-ЛА-МА-ГА,2021.0,9786175851814.0,Фантастика. Фентезі для підлітків
Браун Г,BTS: КОРОЛІ K-POP,Українська мова,,,,Жорж,2023.0,9786177853502.0,Non-fiction для підлітків
Трейсі Вест,Володарі драконів. Книга 2: Порятунок Сонячної дракониці,Українська мова,,,,BookChef,2023.0,9786175482087.0,Фантастика. Фентезі для підлітків
Наталя Ясіновська,"Любов, Америка і світло",Українська мова,,,,Видавництво Старого Лева,2023.0,9789664482001.0,Любовні романи для підлітків
Корда Марк,Аутодафе,Українська мова,,,,Богдан,2023.0,9789661067744.0,Пригоди для підлітків
Пресс Ю.,"Знайди Злочинця, Карта скарбів Лілієнштейна",Українська мова,,,,Богдан,2023.0,9789661076043.0,Детективи для підлітків
Пресс Ю.,"Знайди Злочинця, Злодій у парку динозаврів",Українська мова,,,,Богдан,2023.0,9789661079723.0,Детективи для підлітків
Юліан Пресс,"Знайди Злочинця, Привид у Кажанячому гроті",Українська мова,,,,Богдан,2023.0,9789661075312.0,Детективи для підлітків
Сейдж Блеквуд,Джинкс,Українська мова,,,,Богдан,2023.0,9789661080088.0,Фантастика. Фентезі для підлітків
Уляна Лумей,Що приховує всесвіт,Українська мова,,,,Видавець Сілаєва О.В.,2021.0,9789669766793.0,Non-fiction для підлітків
"Джоан Роулінг,Джим Кей,Ніл Пакер",Гаррі Поттер і Орден Фенікса. Велике ілюстроване видання,Українська мова,,,,А-БА-БА-ГА-ЛА-МА-ГА,2022.0,9786175852385.0,Фантастика. Фентезі для підлітків
Макарик В.,Кеди в небі,Українська мова,,,,Видавництво Старого Лева,2023.0,9789664482018.0,Любовні романи для підлітків
Андрій Бачинський,Ватага веселих волоцюг,Українська мова,,,,Видавництво Старого Лева,2023.0,9786176795650.0,Пригоди для підлітків
Матіас Лаворель,FORTNITE. Королівська битва. Книга 1,Українська мова,,,,Артбукс,2021.0,9786177968022.0,Пригоди для підлітків
Тамсін Мюррей,Інструкція до запасного серця,Українська мова,,,,Артбукс,2020.0,9786177688500.0,Любовні романи для підлітків
Кейт Гамільтон,BTS: перевірка для фанів,Українська мова,,,,Жорж,2023.0,9786177853496.0,Non-fiction для підлітків
Бекка Райт,BTS І Я. Твій неофіційний фанбук,Українська мова,,,,Жорж,2023.0,9786177853489.0,Non-fiction для підлітків
Марісса Маєр,Хроніки Місяця. Книга 3. Кресс,Українська мова,,,,Ранок,2023.0,9786170982827.0,Фантастика. Фентезі для підлітків
"Віктор Андрієнко,Олена Шульга",Легенди Чарівнолісся,Українська мова,,,,Саміт-книга,2021.0,9789669863607.0,Фантастика. Фентезі для підлітків
Сара Дессен,Безсоння для двох,Українська мова,,,,Ранок,2023.0,9786170981189.0,Любовні романи для підлітків
"Олександр Шатохін,Стюарт Ґіббс",Шпигунська школа,Українська мова,,,,Видавництво Старого Лева,2023.0,9789664481721.0,Детективи для підлітків
Артур Конан Дойл,Спілка рудих. Пістрява стрічка,Українська мова,,,,BookChef,2021.0,9786175480090.0,Детективи для підлітків
Коннор Бойяк,Близнюки Таттл і дорога до Серфдому,Українська мова,,,,Велл Букс,2024.0,9781943521906.0,Пригоди для підлітків
Коннор Бойяк,Близнюки Таттл і доля майбутнього,Українська мова,,,,Велл Букс,2024.0,9798886880021.0,Пригоди для підлітків
Коннор Бойяк,Близнюки Таттл і золоте правило,Українська мова,,,,Велл Букс,2023.0,9781943521913.0,Пригоди для підлітків
Коннор Бойяк,Близнюки Таттл і заплутаний ринок,Українська мова,,,,Велл Букс,2024.0,9798886880045.0,Пригоди для підлітків
Коннор Бойяк,Близнюки Таттл і потвора з острова Джекілл,Українська мова,,,,Велл Букс,2023.0,9781943521883.0,Пригоди для підлітків
Галина Ткачук,Зврк,Українська мова,,,,Vivat,2023.0,9786171700611.0,Фантастика. Фентезі для підлітків
Ерін Гантер,Коти - вояки. Сила трьох. Книга 6. Сходить сонце,Українська мова,,,,АССА,2023.0,9786178229207.0,Фантастика. Фентезі для підлітків
Ерін Гантер,Коти - вояки. На волю,Українська мова,,,,АССА,2023.0,9786177312450.0,Фантастика. Фентезі для підлітків
Ерін Гантер,Зграя. Книга 5. Безкрає озеро,Українська мова,,,,АССА,2023.0,9786178229153.0,Фантастика. Фентезі для підлітків
Анна Каньтох,Час фентезі. Таємниця тринадцятої години,Українська мова,,,,АССА,2022.0,9786177877553.0,Фантастика. Фентезі для підлітків
Олена Колінько,Глиняний птах,Українська мова,,,,Богдан,2023.0,9789661074964.0,Українська проза для підлітків
