Імʼя автора,Назва книги,Мова,Перекладач,Мова оригіналу,Оригінальна назва,Назва видавця,Рік видання,ISBN,Жанр книги
Феррис С.,Інґа,Українська мова,,,,Yakaboo Publishing,2018.0,9789669763327,Біографії та мемуари
,Блиск і полум’я. Біографія діамантів,Українська мова,,,,Yakaboo Publishing,2018.0,9789669763310,Біографії та мемуари
Харукі Муракамі,"Про що я говорю, коли говорю про біг",Українська мова,,,,Yakaboo Publishing,2020.0,9786177544431,Біографії та мемуари
Обама Б.,Мрії мого батька. Історія про расу і спадок,Українська мова,,,,Yakaboo Publishing,2021.0,9786177544264,Біографії та мемуари
Вудворд Б.,Страх. Трамп у Білому домі,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544158,Біографії та мемуари
"Емі Чуа,Джед Рубенфелд",Три сили. Як виховують в успішних спільнотах,Українська мова,,,,Yakaboo Publishing,2019.0,9789669763389,Виховання дітей
Наталія Бушковська,Діти 0-2. Народження і виховання в українських реаліях,Українська мова,,,,Yakaboo Publishing,2023.0,9786177933280,Виховання дітей
"Антоніна Оксанич,Олександра Сидорченко",Розумію тебе! Як виховати дітей без крайнощів,Українська мова,,,,Yakaboo Publishing,2023.0,9786177933242,Виховання дітей
Емілі Остер,Шпаргалка для батьків. Науковий підхід для спокійних батьків – від народження до садка,Українська,,,,Yakaboo Publishing,2020.0,9786177544233,Виховання дітей
Аніта Мурджані,Сила емпатів. Переваги чутливості в цьому жорстокому світі,Українська мова,,,,Yakaboo Publishing,2021.0,9786177933013,"Емоції, управління стресом"
Беверлі Енгл,Звільнись від емоційного насилля,Українська мова,,,,Yakaboo Publishing,2022.0,9786177544790,"Емоції, управління стресом"
Остапів Л.,Любомир Остапів. Війна та бюджет.,Українська мова,,,,Yakaboo Publishing,2022.0,9786177933648,Загальна економіка
Доер Д.,«Міряй важливе. OKR: проста ідея зростання вдесятеро»,Українська мова,,,,Yakaboo Publishing,2018.0,9786177544073,Інвестиції. Фінанси
Навіді С.,«Суперхаби. Як фінансові еліти та їхні мережі керують світом»,Українська мова,,,,Yakaboo Publishing,2018.0,9786177544066,Інвестиції. Фінанси
"Котлер Ст.,Уіл Дж.",«Викрадачі вогню. Таємна революція змінених станів»,Українська мова,,,,Yakaboo Publishing,2019.0,9786177544004,Інвестиції. Фінанси
Сенор Д.,«Країна стартапів. Історія ізраїльського економічного дива»,Українська мова,,,,Yakaboo Publishing,2016.0,9789669763303,Історії успіху та біографії відомих людей
Марія Росс,«Емпатія в бізнесі: цінність співпереживання як двигун успіху»,Українська мова,,,,Yakaboo Publishing,2021.0,9786177933112,Історії успіху та біографії відомих людей
Лінда Скотт,«Економіка з двома іксами: грандіозний потенціал жіночої незалежності»,Українська мова,,,,Yakaboo Publishing,2021.0,9786177544875,Історії успіху та біографії відомих людей
Вульф А.,«Долина богів. Історії з Кремнієвої долини                                                           »,Українська мова,,,,Yakaboo Publishing,2018.0,9786177544035,Історії успіху та біографії відомих людей
,«Долина богів. Історії з Кремнієвої долини»,Українська мова,,,,Yakaboo Publishing,2018.0,9786177544035,Історії успіху та біографії відомих людей
Лашинскі Адам,«Дика гонка. Як Uber підкорював світ»,Українська мова,,,,Yakaboo Publishing,2018.0,9786177544011,Історії успіху та біографії відомих людей
Іван Верстюк,Іван Верстюк. Коли за вікнами зміни,Українська мова,,,,Yakaboo Publishing,2022.0,9786178107505,"Історія, право"
Дубілет Д.,Що ви несете? Дмитро Дубілет розповідає найцікавіші історії про прапори усіх країн світу,Українська мова,,,,Yakaboo Publishing,2021.0,9786177544967,"Історія, право"
Славенка Дракуліч,"Кафе ""Європа"". Життя після комунізму",Українська мова,,,,Yakaboo Publishing,2020.0,9786177544691,"Історія, право"
Ярослав Грицак,Нарис історії України. Формування модерної нації XIX-XX століття,Українська мова,,,,Yakaboo Publishing,2019.0,9786177544127,"Історія, право"
Лорден Г.,«Мисли масштабно. Маленькі кроки до великої кар'єри»,Українська мова,,,,Yakaboo Publishing,2021.0,9786177933006,"Кар'єра, особиста ефективність"
"Карлссон.С,Лейонхуфвуд.Йо",Spotify навиворіт: як шведський стартап здійснив музичну революцію,Українська мова,,,,Yakaboo Publishing,2019.0,9786177544899,"Кар'єра, особиста ефективність"
Холл К.,"«Сторітелінг, який не залишає байдужим»",Українська мова,,,,Yakaboo Publishing,2020.0,9786177544400,"Кар'єра, особиста ефективність"
Брюс Дейслі,«Задоволення від роботи. 30 способів кайфувати від своєї справи»,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544356,"Кар'єра, особиста ефективність"
Річард Кулатта,Цифрові громадяни. Як виробити здорові диджитал-навички у ваших дітей,Українська мова,,,,Yakaboo Publishing,2022.0,9786177933310,Комп'ютерні технології
"Возняк С., Сміт Д.",iWoz. Від комп'ютерного ґіка до культу,Українська мова,,,,Yakaboo Publishing,2017.0,9786177544028,Комп'ютерні технології
Наталя Вотсон,Пиво: еволюція смаку в 50 стилях,Українська мова,,,,Yakaboo Publishing,2019.0,9786177544981,Кулінарія
"Крістін Мюльке,Сом А.",Wine Simple. Про вино від сомельє світового класу,Українська,,,,Yakaboo Publishing,2019.0,9786177544820,Кулінарія
Малахова Д.,Моя кухня,Українська,,,,Yakaboo Publishing,2020.0,9786177544714,Кулінарія
"Ґійом Ларош,Седрік Блатрі,Аррі Анноні",Raisin: 100 великих натуральних емоційних вин,Українська мова,,,,Yakaboo Publishing,2022.0,9786177544585,Кулінарія
Саймон Вулф,Amber Revolution. Як світ закохався в оранжеве вино,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544493,Кулінарія
Фейринг Е.,Натуральне вино для кожного. Що це? Де його знайти? Як у нього закохатись?,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544448,Кулінарія
Дубілет Д.,Что вы несете? Дмитрий Дубилет рассказывает самые интересные истории о флагах всех стран мира,російська,,,,Yakaboo Publishing,2021.0,9786177933235,"Мандри, туризм"
Василь Махно,Уздовж океану на ровері,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544653,"Мандри, туризм"
"Біденко С.,Золотаревич  І.",«Репутаційний антистрес. Інструктор для власників і топ-менеджерів бізнесу»,Українська мова,,,,Yakaboo Publishing,2019.0,9786177933143,"Маркетинг, реклама, PR"
Педроза Л.,"«Гнучкі бренди. Ловіть клієнтів, стимулюйте зростання та вирізняйтеся на ринку»",Українська мова,,,,Yakaboo Publishing,2021.0,9786177544684,"Маркетинг, реклама, PR"
Джейсон Дорси,«Zкономіка: як покоління Z zмінює майбутнє біzнесу»,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544516,"Маркетинг, реклама, PR"
"Скотт Д.М., Скотт Р.",«Фанократія. Перетворення фанатів на клієнтів і клієнтів на фанатів»,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544417,"Маркетинг, реклама, PR"
Томпсон Д.,«Хітмейкери. Наука популярності та змагання за увагу»,Українська мова,,,,Yakaboo Publishing,2018.0,9786177544080,"Маркетинг, реклама, PR"
Финкельштейн С.,«Супербоси. Як видатні лідери плекають таланти»,Українська мова,,,,Yakaboo Publishing,2018.0,9789669763372,Менеджмент
,«Дилема інноватора. Як нові технології нищать сильні компанії»,Українська мова,,,,Yakaboo Publishing,2018.0,9789669763334,Менеджмент
Діна Волинець,"«CURLY менеджмент: як управляти проєктами, не зраджуючи себе»",Українська мова,,,,Yakaboo Publishing,2023.0,9786178107550,Менеджмент
Інбал Аріелі,«Хуцпа. Чому Ізраїль став світовим центром інновацій та підприємництва»,Українська мова,,,,Yakaboo Publishing,2021.0,9786177544837,Менеджмент
Варол О.,"«Думай, як у NASA. Звички, ідеї та стратегії для досягнення неможливого»",Українська мова,,,,Yakaboo Publishing,2020.0,9786177544721,Менеджмент
Кнапп Дж.,«Спринт. Вирішуйте складні завдання і тестуйте нові ідеї за 5 днів»,Українська мова,,,,Yakaboo Publishing,2019.0,9786177544325,Менеджмент
Зігмонд Д.,«Офіс Будди. Давнє мистецтво пробуддження через сумлінну роботу»,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544295,Менеджмент
"Комсток Б.,Раз  Т.","«Вперед за мрією. Відвага, креативність і сила змін»",Українська мова,,,,Yakaboo Publishing,2019.0,9786177544196,Менеджмент
Йоріш А.,«Нехай будуть з вами інновації. Як ізраїльська винахідливість рятує світ»,Українська мова,,,,Yakaboo Publishing,2019.0,9786177544172,Менеджмент
Ремо Дж.,"«Сьоме чуття. Влада, багатство і виживання в епоху мереж»",Українська мова,,,,Yakaboo Publishing,2018.0,9786177544059,Менеджмент
Ґальфар К.,"Всесвіт на долоні. Подорож крізь простір, час та за їхні межі",Українська,,,,Yakaboo Publishing,2017.0,9789669763341,Наука і техніка
Вікторія Покатіс,Незламні. Книжка про спротив українських жінок у війні з російськими загарбниками,Українська мова,,,,Yakaboo Publishing,2023.0,9786178107598,Наука і техніка
Максін Бедат,Розібрані. Життя та смерть однієї одежини,Українська мова,,,,Yakaboo Publishing,2022.0,9786177933273,Наука і техніка
Сет М. Сіген,Нехай буде вода. Ізраїльський досвід вирішення світової проблеми нестачі води,Українська мова,,,,Yakaboo Publishing,2021.0,9786177544950,Наука і техніка
Марк Хонігсбом,Століття пандемій. Історія глобальних інфекцій від іспанського грипу до COVID-19,Українська мова,,,,Yakaboo Publishing,2021.0,9786177544745,Популярна медицина
Райан Ф.,Вірусосфера. Від застуди до COVID – навіщо людству віруси,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544707,Популярна медицина
Озерна Д.,"Книжка для дорослих. Як старшати, але не старіти Книжка для дорослих. Як старшати, але не старіти",Українська мова,,,,Yakaboo Publishing,2021.0,9786177544622,Популярна медицина
Стівен Гаєс,Звільнений розум. Як стати психологічно гнучким і перемогти Внутрішнього Диктатора,Українська мова,,,,Yakaboo Publishing,2022.0,9786177933198,"Психологія спілкування, любов, відносини"
Вікторія Боярина,Стосунки в парі. Як створити міцну і щасливу родину,Українська,,,,Yakaboo Publishing,2021.0,9786177544769,"Психологія спілкування, любов, відносини"
Дарка Озерна,Бути окей. Що важливо знати про психічне здоров’я,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544523,"Психологія спілкування, любов, відносини"
Вікторія Боярина,Стосунки в родині. Як стати усвідомленими батьками і сформувати сімейну культуру,Українська мова,,,,Yakaboo Publishing,2022.0,9786177544363,"Психологія спілкування, любов, відносини"
Остапів Л.,Малюк та бюджет. Як українським батькам виховати фінансово успішних дітей,Українська,,,,Yakaboo Publishing,2020.0,9786177544677,Ранній розвиток
Сергій Гайдайчук,The Club. Мистецтво об'єднувати,Українська мова,,,,Yakaboo Publishing,2021.0,9789669795069,"Саморозвиток, особистісний ріст, мотивація"
Остапів Л.,Любов та бюджет,Українська мова,,,,Yakaboo Publishing,2017.0,9789669763358,"Саморозвиток, особистісний ріст, мотивація"
Остапів Л.,Любов та бюджет. Домашні фінанси для сімейних пар на шляху до фінансової свободи. Оновлене видання,російська,,,,Yakaboo Publishing,2020.0,9789669763358,"Саморозвиток, особистісний ріст, мотивація"
Анастасія Федчєнко,Вони перемогли. 11 історій про людей з ранами — видимими і невидимими,Українська мова,,,,Yakaboo Publishing,2022.0,9786177933334,"Саморозвиток, особистісний ріст, мотивація"
"Емре Соєр,Робін М. Гоґарт",Міф досвіду. Чому ми засвоюємо хибні уроки і як це виправити?,Українська мова,,,,Yakaboo Publishing,2022.0,9786177933228,"Саморозвиток, особистісний ріст, мотивація"
Люк Бурґіс,Хочу! Як навчитися розпізнавати свої справжні бажання,Українська мова,,,,Yakaboo Publishing,2022.0,9786177933211,"Саморозвиток, особистісний ріст, мотивація"
Джон Рейті,РДУГ: перезавантаження. Ефективні стратегії для повноцінного життя з розладом дефіциту уваги та гіпе,Українська мова,,,,Yakaboo Publishing,2022.0,9786177933136,"Саморозвиток, особистісний ріст, мотивація"
Котлер Ст.,Мистецтво неможливого. Посібник з досягнення неймовірних цілей,Українська мова,,,,Yakaboo Publishing,2021.0,9786177933105,"Саморозвиток, особистісний ріст, мотивація"
Грант А.,Подумай знову.Сила розуміння власного незнання,Українська мова,,,,Yakaboo Publishing,2022.0,9786177933099,"Саморозвиток, особистісний ріст, мотивація"
Рестієрі Н.,"Мама має право. Як подолати кризу материнства, позбутися почуття провини і знайти час на себе",Українська мова,,,,Yakaboo Publishing,2021.0,9786177933082,"Саморозвиток, особистісний ріст, мотивація"
Морґан Гаусел,"Психологія грошей. Нетлінні уроки багатства, жадібності й щастя",Українська мова,,,,Yakaboo Publishing,2021.0,9786177933068,"Саморозвиток, особистісний ріст, мотивація"
Лей Т.,Замахана жінка в розквіті літ. Як відкрити життя наново,Українська мова,,,,Yakaboo Publishing,2021.0,9786177933051,"Саморозвиток, особистісний ріст, мотивація"
Вільямс К.,Рухайся! Як тіло формує наші думки та почуття,Українська мова,,,,Yakaboo Publishing,2021.0,9786177933037,"Саморозвиток, особистісний ріст, мотивація"
Стюарт-Смі С.,Садотерапія. Як позбутися бур'янів у голові,Українська мова,,,,Yakaboo Publishing,2021.0,9786177544998,"Саморозвиток, особистісний ріст, мотивація"
Гайсс Р.,"Інстинкт. Перепрошивка для мозку, яка підвищить вашу продуктивність",Українська мова,,,,Yakaboo Publishing,2021.0,9786177544943,"Саморозвиток, особистісний ріст, мотивація"
Вільям Б. Ірвін,Жити змістовно. Філософія радості від античних стоїків,Українська мова,,,,Yakaboo Publishing,2021.0,9786177544936,"Саморозвиток, особистісний ріст, мотивація"
Емі Шах,Ми такі задовбані,Українська мова,,,,Yakaboo Publishing,2021.0,9786177544929,"Саморозвиток, особистісний ріст, мотивація"
Керен Д.,Твій щасливий одяг. Як психологія моди допоможе покращити стиль і життя,Українська мова,,,,Yakaboo Publishing,2021.0,9786177544905,"Саморозвиток, особистісний ріст, мотивація"
Топіліна.А,Люби без ілюзій. Як звільнитися від токсичних стереотипів і побудувати здорові стосунки,Українська мова,,,,Yakaboo Publishing,2021.0,9786177544882,"Саморозвиток, особистісний ріст, мотивація"
Мускара К.,Не проґавте свого життя. Як по-справжньому бути тут і зараз,Українська мова,,,,Yakaboo Publishing,2021.0,9786177544813,"Саморозвиток, особистісний ріст, мотивація"
Ельбек М.,Одне життя. Як ми розучилися жити змістовно,Українська мова,,,,Yakaboo Publishing,2019.0,9786177544806,"Саморозвиток, особистісний ріст, мотивація"
Беверлі Енгл,Звільнись від емоційного насилля. Як розірвати замкнене коло приниження і сорому в стосунках,Українська мова,,,,Yakaboo Publishing,2022.0,9786177544790,"Саморозвиток, особистісний ріст, мотивація"
"Кларк Л.,Рокефеллер Р.","Не купуй нічого, май усе. Радість витрачати менше, ділитися і робити це все усвідомлено",Українська мова,,,,Yakaboo Publishing,2021.0,9786177544776,"Саморозвиток, особистісний ріст, мотивація"
Мольфіно М.,"Покінчи з ""хорошою дівчинкою""",Українська,,,,Yakaboo Publishing,2020.0,9786177544738,"Саморозвиток, особистісний ріст, мотивація"
Кетрін Ґрей,Несподівана радість звичайності,Українська мова,,,,Yakaboo Publishing,2021.0,9786177544578,"Саморозвиток, особистісний ріст, мотивація"
Кетрін Ґрей,Несподівана радість тверезості,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544561,"Саморозвиток, особистісний ріст, мотивація"
Кетрін Ґрей,Несподівана радість самотності,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544554,"Саморозвиток, особистісний ріст, мотивація"
Гатчінсон А.,"Витримати все. Розум, тіло та навдивовижу гнучкі межі людської витривалості",Українська мова,,,,Yakaboo Publishing,2021.0,9786177544479,"Саморозвиток, особистісний ріст, мотивація"
"Джолента Ґрінберґ,Кристен Майнзер",Як давати собі раду. Чого ми навчилися за 50 книжками із саморозвитку,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544424,"Саморозвиток, особистісний ріст, мотивація"
Джудіт Ґрізел,"Завжди замало. Про залежність, з досвіду та нейронауки",Українська мова,,,,Yakaboo Publishing,2021.0,9786177544394,"Саморозвиток, особистісний ріст, мотивація"
Джон Девід Манн,"Приборкати страх. Досвід ""морського котика""""",Українська мова,,,,Yakaboo Publishing,2021.0,9786177544387,"Саморозвиток, особистісний ріст, мотивація"
"Лессер Венк Ш.,Гровер Т.",Безжальні. Від хорошого до нестримного,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544370,"Саморозвиток, особистісний ріст, мотивація"
Клаудія Гаммонд,Мистецтво відпочинку. Як перевести подих у сучасному світі,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544349,"Саморозвиток, особистісний ріст, мотивація"
Тара Шустер,Купи собі той довбаний букет та інші способи зібратися докупи,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544288,"Саморозвиток, особистісний ріст, мотивація"
"Джейк Кнапп,Джон Зерацкі","Знайти час. Як щодня фокусуватися на тому, що справді важливо",російська,,,,Yakaboo Publishing,2020.0,9786177544226,"Саморозвиток, особистісний ріст, мотивація"
Грант А.,Давати і брати. Прихована соціальна динаміка успіху,Українська мова,,,,Yakaboo Publishing,2019.0,9786177544134,"Саморозвиток, особистісний ріст, мотивація"
Памела Дракермен,Дорослих не буває. Життя після 40,Українська мова,,,,Yakaboo Publishing,2019.0,9786177544110,"Саморозвиток, особистісний ріст, мотивація"
Сломэн С.,Ілюзія знання.Чому ми ніколи не думаємо на самоті,Українська,,,,Yakaboo Publishing,2018.0,9786177544042,"Саморозвиток, особистісний ріст, мотивація"
Мурджані А.,Сила емпатів. Переваги чутливості в цьому жорстокому світі,Українська мова,,,,Yakaboo Publishing,2021.0,9786177544013,"Саморозвиток, особистісний ріст, мотивація"
Кетрін Мей,Зимівля. Цінність відпочинку й усамітнення в скрутні часи,Українська мова,,,,Yakaboo Publishing,2021.0,9786177933204,"Спорт, активний відпочинок"
Саймон Крічлі,"Про що ми думаємо, коли думаємо про футбол",Українська мова,,,,Yakaboo Publishing,2019.0,9786177544271,"Спорт, активний відпочинок"
Філіп Зимбардо,Ефект Люцифера. Чому хороші люди чинять зло,Українська мова,,,,Yakaboo Publishing,2017.0,9789669763365,"Суспільство, держава, філософія"
Кантор Д.,Вона розповіла,Українська мова,,,,Yakaboo Publishing,2020.0,9786178107475,"Суспільство, держава, філософія"
Савчук,1937,Українська мова,,,,Yakaboo Publishing,2022.0,9786177933495,"Суспільство, держава, філософія"
Дерезевіц В.,Смерть митця. Як творчі люди виживають у часи мільярдерів і технологічних гігантів,Українська мова,,,,Yakaboo Publishing,2021.0,9786177933075,"Суспільство, держава, філософія"
Софі Гардах,Мови нам на користь,Українська мова,,,,Yakaboo Publishing,2019.0,9786177933044,"Суспільство, держава, філософія"
"Білл Меслер,Шанкар Ведантам","Корисні самонавіювання. Сила й парадокс нашого мозку, схильного до самообману",Українська мова,,,,Yakaboo Publishing,2019.0,9786177933020,"Суспільство, держава, філософія"
Андрій Демартіно,Криве дзеркало життя. Головні міфи про рак..,Українська мова,,,,Yakaboo Publishing,2020.0,9786177858095,"Суспільство, держава, філософія"
Мороз О.,Боротьба за правду: Як мій дядько переміг брехню,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544783,"Суспільство, держава, філософія"
Лія Прайс,"Про що ми говоримо, коли говоримо про книжки: Історія та майбутнє читання",Українська мова,,,,Yakaboo Publishing,2020.0,9786177544660,"Суспільство, держава, філософія"
Померанцев П.,Нічого правдивого й усе можливо. Сходження до сучасної Росії,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544646,"Суспільство, держава, філософія"
Мороз О.,Нація овочів? Як інформація змінює мислення і поведінку українців,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544639,"Суспільство, держава, філософія"
Пітер Померанцев,Це не пропаганда. Подорож на війну проти реальності,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544615,"Суспільство, держава, філософія"
Рай М.,"Компас цінностей. Уроки 101 країни про цілі, лідерство і життя",Українська мова,,,,Yakaboo Publishing,2021.0,9786177544592,"Суспільство, держава, філософія"
МакФол М.,Від Холодної війни до Гарячого миру,Українська мова,,,,Yakaboo Publishing,2021.0,9786177544219,"Суспільство, держава, філософія"
Патрикаракос Д.,Війна у 140 знаках. Як соціальні медіа змінюють конфлікти у XXI столітті,Українська мова,,,,Yakaboo Publishing,2019.0,9786177544189,"Суспільство, держава, філософія"
Пінкола Естес  К.,"Жінки, що біжать з вовками. Архетип Дикої жінки у міфах та легендах",Українська мова,,,,Yakaboo Publishing,2019.0,9786177544165,"Суспільство, держава, філософія"
Еткофф  Н.,Виживання найгарніших. Наука краси,Українська мова,,,,Yakaboo Publishing,2019.0,9786177544141,"Суспільство, держава, філософія"
"Наталія Самойленко,Анна Бєлокоз",Книжка Виховання харчування. 10 кроків до здоров'я вашої,Українська мова,,,,Yakaboo Publishing,2023.0,9786178107659,Харчування. Дієти
Дарка Озерна,Книжка Ви це зможете! 7 складових здорового способу життя,Українська мова,,,,Yakaboo Publishing,2020.0,9786177544486,Харчування. Дієти
"Котрелл Т.,Зігмонд Д.","Книжка Дієта Будди. Давнє мистецтво скинути вагу, не втрачаючи здорового глузду",Українська мова,,,,Yakaboo Publishing,2020.0,9786177544332,Харчування. Дієти
Робін Вільямс,Книжка Дизайн.  для недизайнерів. Простою мовою про засади графічного дизайну,Українська мова,,,,Vivat,2022.0,9789669825155,"Архітектура, дизайн"
Джеррі Сольц,Книжка Як стати митцем 60 практичних порад,Українська мова,,,,Vivat,2022.0,9789669824462,"Архітектура, дизайн"
,Книжка Перше враження,Українська мова,,,,Vivat,2019.0,9789669421258,"Архітектура, дизайн"
Ткаченко Юлия,Книжка Стиль и интерьер в вашем доме,російська,,,,Vivat,2017.0,9789663127231,"Архітектура, дизайн"
Донелла Медовз,Мистецтво мислити системно. Розв'язання проблем від особистого до глобального масштабу,Українська мова,,,,Vivat,2023.0,9789669827449,Бізнес-література
В'ячеслав Халанський,"Запал без вигоряння. Як завершити цикл стресу, працювати до сподоби й жити щасливо",Українська мова,,,,Vivat,2023.0,9786171701571,Бізнес-література
Ірина Славінська,Повітряна й тривожна книжка,Українська мова,,,,Vivat,2023.0,9789669829757,Біографії та мемуари
"Ярослава Музиченко,Марія Білінська",Україна. Шлях до серця Європи / Ukraine. A journey to the heart of Europe,Українська мова,,,,Vivat,2023.0,9789669829252,Біографії та мемуари
Раевский Вячеслав,ПозитиVV. Спогади. Від радянського курсанта до захисника України,Українська мова,,,,Vivat,2021.0,9789669826633,Біографії та мемуари
Марі Бенедикт,Інший Айнштайн. Хто обґрунтував теорію відносності та дотла зруйнува ідеальний шлюб,Українська мова,,,,Vivat,2019.0,9789669825162,Біографії та мемуари
,Країна жіночого роду,Українська мова,,,,Vivat,2021.0,9789669824202,Біографії та мемуари
Пол Джонсон,Інтелектуали,Українська мова,,,,Vivat,2022.0,9789669823311,Біографії та мемуари
Болтон Сміт Дж.,"Кімната, де це сталося. Мемуари з Білого дому",Українська мова,,,,Vivat,2021.0,9789669823243,Біографії та мемуари
Мей Маск,"Жінка, яка має план. Життя, сповнене пригод, краси й успіху",Українська мова,,,,Vivat,2021.0,9789669822734,Біографії та мемуари
Гудвин Д.К.,Лідерство в буремні часи,Українська мова,,,,Vivat,2021.0,9789669822710,Біографії та мемуари
"Кей К.,Шипман К.","Код Упевненості для дівчат. Досвід реальних дівчат, які дали волю впевненості та зробили щось дивовижне",Українська мова,,,,Vivat,2020.0,9789669821324,Біографії та мемуари
Баркетт Е.,Ґолда,Українська мова,,,,Vivat,2020.0,9789669820938,Біографії та мемуари
"Маккейн Дж.,Солтер М.","Буремна хвиля. Добрі часи, праведні справи, великі битви та інші звитяги",Українська мова,,,,Vivat,2020.0,9789669820655,Біографії та мемуари
Боріс Джонсон,Фактор Черчилля. Як одна людина змінила історію,Українська мова,,,,Vivat,2022.0,9789669427960,Біографії та мемуари
"Гетлейн М.,Аннабель Ховард",Арт-візіонери,Українська мова,,,,Vivat,2018.0,9789669427793,Біографії та мемуари
Щоткіна К.,Любомир Гузар. Хочу бути Людиною,Українська мова,,,,Vivat,2017.0,9786176908838,Біографії та мемуари
"Севгіль Мусаєва,Алім Алієв",Мустафа Джемилев Несгибаемый,російська,,,,Vivat,2017.0,9786176907244,Біографії та мемуари
Франк А.,Сховище. Щоденник у листах,Українська мова,,,,Vivat,2016.0,9786176906681,Біографії та мемуари
"Артем’єва Г.,Рачова О.",58-ма. Невилучене,Українська мова,,,,Vivat,2016.0,9786176905929,Біографії та мемуари
,"Вячеслав Чорновіл. Дух, що тіло рве до бою",Українська мова,,,,Vivat,2019.0,9786176903185,Біографії та мемуари
Сміт П.,Просто діти,Українська мова,,,,Vivat,2018.0,9786176901563,Біографії та мемуари
Олена Максименко,Пряма мова. Хроніки захисту,Українська мова,,,,Vivat,2024.0,9786171703599,Біографії та мемуари
"Сашко Дерманський,Катерина Міхаліцина,Володимир Вакуленко,Амеліна Вікторія",Я перетворююсь... Щоденник окупації. Вибрані вірші,Українська мова,,,,Vivat,2023.0,9786171701564,Біографії та мемуари
А. Гін,Як ти там?,Українська мова,,,,Vivat,2023.0,9786171701519,Біографії та мемуари
Люк Гардінґ,Вторгнення. За лаштунками кривавої війни росії та боротьби України за виживання,Українська мова,,,,Vivat,2023.0,9786171701342,Біографії та мемуари
Анатолій Дністровий,Битва за життя. Щоденник 2022 року,Українська мова,,,,Vivat,2024.0,9786171701328,Біографії та мемуари
Скотт Гершовіц,"Паскудне, тупе й коротке. Занурення у філософію з дітьми",Українська мова,,,,Vivat,2023.0,9789669829238,Виховання дітей
"Вільям Стіксрад,Нед Джонсон",Самостійна дитина. Як навчити дітей упорядковувати власне життя,Українська мова,,,,Vivat,2023.0,9789669828361,Виховання дітей
"Кузьменко Д.,Оксана Драчковська",Я і мій тато,Українська мова,,,,Vivat,2022.0,9789669824448,Виховання дітей
Канапарі Крейг,"Виспані та щасливі. Легкий шлях до здорового сну для немовлят, малюків і батьків",Українська мова,,,,Vivat,2021.0,9789669824073,Виховання дітей
Гантер Кларк-Філдс,(не)Щасливе батьківство. Чесна книга про виховання дітей,Українська мова,,,,Vivat,2022.0,9789669823793,Виховання дітей
,Як не збожеволіти від батьківства,Українська мова,,,,Vivat,2021.0,9789669823786,Виховання дітей
"Джон Ґоттман,Джоан Деклер",Емоційний інтелект у дитини,Українська мова,,,,Vivat,2022.0,9789669823403,Виховання дітей
,Наша дівчинка Перші досягнення та рекорди крихітки,Українська,,,,Vivat,2021.0,9789669822581,Виховання дітей
,Наш хлопчик Перші досягнення та рекорди малюка,Українська,,,,Vivat,2021.0,9789669822574,Виховання дітей
Кон А.,Любов без умов. Від нагород і покарань до турботи й поразуміння,Українська,,,,Vivat,2021.0,9789669822390,Виховання дітей
Перри Филиппа,"Важливо щоб ваші батьки прочитали цю книжку, а ваші діти радітимуть якщо і ви це зробите",,,,,Vivat,2020.0,9789669822178,Виховання дітей
Петрановская Л.,Якщо з дитиною складно,Українська,,,,Vivat,2020.0,9789669822062,Виховання дітей
"Шеффлер У.,Тим Ю.",Ойко з планети Танехай,Українська мова,,,,Vivat,2020.0,9789669821539,Виховання дітей
"Сірз В.,Сірс М.",Книга про здорову вагітність,Українська мова,,,,Vivat,2020.0,9789669820648,Виховання дітей
Коблінер Б.,Зробіть із дитини фінансового генія,Українська мова,,,,Vivat,2019.0,9789669429612,Виховання дітей
Петтон Б.,"Складні розмови: як обговорити те, що хвилює найбільше",Українська мова,,,,Vivat,2019.0,9789669428998,Виховання дітей
Жученко,Наша малышка. Первые достижения Рекорды крохи,російська,,,,Vivat,2019.0,9789669428950,Виховання дітей
Петрановская Л.,Таємна опора емоційний зв'язок у житті дитини,Українська,,,,Vivat,2018.0,9789669427557,Виховання дітей
,Що робити коли...2,російська,,,,Vivat,2019.0,9789669426635,Виховання дітей
,Тварини. Пограй,Українська мова,,,,Vivat,2018.0,9789669421722,Виховання дітей
